anomaly_type,affected_records_pct,data_source,pipeline_stage,historical_frequency,time_sensitivity,data_domain,severity_score_raw,severity_score,label
duplicates,50.37,crm,serving,occasional,low,finance,0.4361,0.3645,auto_resolve
outlier,37.41,crm,ingestion,frequent,low,marketing,0.3164,0.292,auto_resolve
schema_mismatch,18.63,iot_stream,validation,frequent,low,product,0.3635,0.3213,auto_resolve
outlier,10.61,crm,ingestion,rare,high,compliance,0.4502,0.5229,escalate
duplicates,21.66,manual_entry,loading,first_occurrence,low,marketing,0.386,0.3122,auto_resolve
schema_mismatch,12.95,manual_entry,validation,occasional,critical,finance,0.6176,0.3706,auto_resolve
null_values,35.9,api_feed,serving,rare,medium,finance,0.5333,0.3647,auto_resolve
outlier,1.31,api_feed,validation,frequent,high,finance,0.4214,0.4196,auto_resolve
null_values,28.84,crm,ingestion,occasional,medium,product,0.3533,0.2946,auto_resolve
schema_mismatch,15.61,iot_stream,transformation,frequent,high,operations,0.5104,0.3868,auto_resolve
referential_integrity,54.62,crm,serving,rare,medium,marketing,0.6005,0.7964,critical
null_values,22.82,erp,ingestion,chronic,medium,product,0.3262,0.4091,auto_resolve
schema_mismatch,36.14,data_warehouse,ingestion,frequent,high,product,0.481,0.4751,escalate
null_values,34.26,erp,validation,frequent,low,marketing,0.3134,0.3367,auto_resolve
outlier,19.12,erp,transformation,chronic,high,compliance,0.4753,0.4488,auto_resolve
null_values,21.46,data_warehouse,ingestion,occasional,high,operations,0.3945,0.2691,auto_resolve
referential_integrity,8.68,crm,ingestion,rare,high,marketing,0.4629,0.566,escalate
null_values,8.87,crm,transformation,occasional,low,product,0.2669,0.3521,auto_resolve
data_corruption,18.65,api_feed,validation,frequent,low,finance,0.4485,0.2508,auto_resolve
outlier,18.32,manual_entry,transformation,frequent,low,compliance,0.3903,0.413,auto_resolve
schema_mismatch,22.49,iot_stream,transformation,occasional,medium,hr,0.483,0.5167,escalate
outlier,20.87,manual_entry,loading,frequent,low,compliance,0.4156,0.3834,auto_resolve
outlier,40.32,data_warehouse,ingestion,rare,critical,finance,0.5867,0.7965,critical
referential_integrity,20.62,crm,validation,rare,critical,marketing,0.574,0.7729,critical
null_values,5.45,api_feed,transformation,occasional,low,product,0.2793,0.2416,auto_resolve
schema_mismatch,16.11,crm,transformation,occasional,high,product,0.4809,0.4586,auto_resolve
null_values,38.15,data_warehouse,validation,rare,low,product,0.3406,0.3066,auto_resolve
schema_mismatch,22.05,data_warehouse,validation,frequent,medium,marketing,0.387,0.3259,auto_resolve
null_values,1.31,erp,serving,occasional,low,hr,0.3173,0.2252,auto_resolve
schema_mismatch,18.08,iot_stream,ingestion,occasional,high,marketing,0.4772,0.5279,escalate
schema_mismatch,28.14,api_feed,ingestion,rare,high,marketing,0.5145,0.7106,critical
duplicates,31.27,crm,transformation,rare,low,operations,0.3335,0.4885,escalate
duplicates,38.29,api_feed,transformation,frequent,low,hr,0.348,0.4269,auto_resolve
outlier,28.9,data_warehouse,ingestion,frequent,medium,operations,0.36,0.1193,auto_resolve
outlier,0.7,erp,loading,rare,medium,marketing,0.3729,0.1864,auto_resolve
duplicates,33.33,crm,loading,frequent,low,product,0.3168,0.4232,auto_resolve
schema_mismatch,4.47,data_warehouse,transformation,frequent,high,compliance,0.4675,0.6294,critical
referential_integrity,4.53,api_feed,transformation,frequent,critical,marketing,0.5367,0.5921,escalate
null_values,45.31,api_feed,ingestion,occasional,medium,product,0.4193,0.3888,auto_resolve
null_values,34.33,manual_entry,transformation,occasional,high,product,0.5193,0.6545,critical
null_values,2.75,api_feed,validation,frequent,medium,marketing,0.3041,0.3794,auto_resolve
schema_mismatch,11.88,erp,loading,occasional,medium,hr,0.4477,0.5614,escalate
duplicates,30.68,crm,transformation,rare,high,compliance,0.4976,0.3119,auto_resolve
outlier,25.05,iot_stream,ingestion,occasional,medium,hr,0.4117,0.4461,auto_resolve
schema_mismatch,23.04,api_feed,ingestion,occasional,medium,finance,0.4554,0.6329,critical
duplicates,11.55,manual_entry,ingestion,occasional,low,hr,0.2843,0.3371,auto_resolve
referential_integrity,33.47,iot_stream,serving,frequent,high,product,0.6196,0.7144,critical
outlier,35.84,crm,loading,occasional,low,hr,0.3916,0.3952,auto_resolve
null_values,56.76,iot_stream,loading,rare,low,finance,0.501,0.5116,escalate
duplicates,7.07,manual_entry,loading,chronic,medium,finance,0.3801,0.5204,escalate
duplicates,17.63,data_warehouse,ingestion,rare,medium,product,0.3122,0.2452,auto_resolve
null_values,26.6,erp,validation,first_occurrence,low,operations,0.3592,0.2824,auto_resolve
null_values,26.01,erp,validation,frequent,low,compliance,0.3245,0.2767,auto_resolve
referential_integrity,22.64,manual_entry,ingestion,chronic,high,operations,0.5298,0.5321,escalate
duplicates,12.18,data_warehouse,transformation,frequent,medium,product,0.2975,0.1365,auto_resolve
duplicates,20.24,data_warehouse,validation,occasional,medium,finance,0.3371,0.4102,auto_resolve
outlier,14.11,api_feed,loading,occasional,high,product,0.4701,0.4537,auto_resolve
schema_mismatch,60.82,api_feed,ingestion,frequent,high,product,0.58,0.6654,critical
referential_integrity,23.66,crm,loading,frequent,low,marketing,0.3913,0.1794,auto_resolve
outlier,9.45,manual_entry,serving,rare,medium,marketing,0.4702,0.556,escalate
duplicates,21.61,iot_stream,serving,frequent,medium,compliance,0.4531,0.5868,escalate
duplicates,7.17,manual_entry,ingestion,occasional,medium,product,0.3272,0.371,auto_resolve
data_corruption,33.26,erp,ingestion,first_occurrence,high,operations,0.625,0.628,critical
outlier,26.38,data_warehouse,validation,rare,low,operations,0.3365,0.4231,auto_resolve
data_corruption,29.55,crm,transformation,first_occurrence,medium,compliance,0.6123,0.7394,critical
null_values,8.24,api_feed,ingestion,chronic,low,hr,0.2415,0.2938,auto_resolve
referential_integrity,13.23,api_feed,loading,occasional,medium,operations,0.4764,0.5361,escalate
schema_mismatch,13.84,api_feed,ingestion,frequent,low,operations,0.3296,0.4953,escalate
null_values,8.68,manual_entry,transformation,first_occurrence,high,finance,0.5298,0.6059,escalate
schema_mismatch,19.95,api_feed,serving,frequent,medium,product,0.4859,0.4058,auto_resolve
schema_mismatch,5.88,crm,transformation,occasional,low,product,0.3237,0.4503,auto_resolve
null_values,23.52,crm,serving,chronic,high,marketing,0.4545,0.4422,auto_resolve
duplicates,36.89,api_feed,transformation,occasional,low,marketing,0.3363,0.3396,auto_resolve
outlier,1.73,manual_entry,transformation,frequent,medium,marketing,0.3703,0.381,auto_resolve
null_values,24.24,api_feed,ingestion,occasional,medium,finance,0.3893,0.4862,escalate
duplicates,5.51,erp,transformation,occasional,low,compliance,0.27,0.4448,auto_resolve
duplicates,39.65,crm,transformation,chronic,low,product,0.3069,0.3093,auto_resolve
duplicates,3.19,manual_entry,loading,occasional,low,operations,0.3058,0.4789,escalate
referential_integrity,19.41,api_feed,serving,frequent,high,finance,0.6131,0.6295,critical
outlier,34.08,api_feed,ingestion,first_occurrence,high,finance,0.557,0.6972,critical
null_values,22.75,api_feed,ingestion,frequent,low,hr,0.2933,0.3131,auto_resolve
data_corruption,15.57,erp,validation,chronic,low,marketing,0.3805,0.3312,auto_resolve
referential_integrity,5.57,erp,transformation,frequent,high,marketing,0.4653,0.6575,critical
null_values,19.53,crm,ingestion,occasional,low,compliance,0.2877,0.2289,auto_resolve
outlier,27.16,manual_entry,ingestion,occasional,medium,operations,0.4322,0.3667,auto_resolve
null_values,72.58,erp,ingestion,frequent,medium,product,0.4714,0.3458,auto_resolve
data_corruption,40.22,erp,transformation,occasional,low,finance,0.5284,0.6552,critical
schema_mismatch,16.47,data_warehouse,ingestion,chronic,critical,marketing,0.4729,0.6233,critical
schema_mismatch,47.49,erp,validation,rare,low,product,0.4522,0.4895,escalate
null_values,15.5,api_feed,transformation,first_occurrence,high,product,0.4792,0.3809,auto_resolve
referential_integrity,24.75,erp,transformation,frequent,medium,hr,0.4781,0.4774,escalate
null_values,49.15,erp,transformation,occasional,low,operations,0.3937,0.3634,auto_resolve
null_values,9.98,crm,ingestion,occasional,medium,marketing,0.2967,0.1937,auto_resolve
null_values,13.78,iot_stream,loading,occasional,critical,operations,0.5329,0.484,escalate
outlier,30.51,api_feed,validation,chronic,medium,finance,0.4249,0.4755,escalate
null_values,49.3,manual_entry,loading,occasional,low,marketing,0.438,0.3775,auto_resolve
referential_integrity,26.96,data_warehouse,transformation,chronic,critical,operations,0.5746,0.6038,escalate
schema_mismatch,45.78,crm,transformation,occasional,low,finance,0.4634,0.2857,auto_resolve
null_values,59.29,manual_entry,ingestion,occasional,low,marketing,0.4168,0.5847,escalate
null_values,58.86,crm,transformation,rare,low,finance,0.4549,0.4158,auto_resolve
null_values,29.64,api_feed,validation,occasional,high,marketing,0.4495,0.5366,escalate
schema_mismatch,29.63,iot_stream,transformation,first_occurrence,low,product,0.4634,0.4823,escalate
outlier,44.7,crm,ingestion,first_occurrence,low,compliance,0.4328,0.473,escalate
null_values,5.93,data_warehouse,ingestion,occasional,critical,finance,0.4406,0.3274,auto_resolve
outlier,9.57,api_feed,ingestion,frequent,medium,marketing,0.3275,0.2514,auto_resolve
null_values,15.34,erp,transformation,occasional,low,product,0.2952,0.2214,auto_resolve
outlier,27.09,crm,validation,occasional,medium,finance,0.415,0.4175,auto_resolve
referential_integrity,11.08,api_feed,serving,occasional,low,hr,0.4454,0.578,escalate
outlier,40.85,api_feed,ingestion,occasional,medium,finance,0.4607,0.504,escalate
schema_mismatch,18.28,erp,ingestion,frequent,medium,hr,0.404,0.3139,auto_resolve
outlier,9.54,api_feed,ingestion,frequent,medium,marketing,0.3274,0.3361,auto_resolve
null_values,7.63,crm,ingestion,frequent,high,hr,0.363,0.3549,auto_resolve
null_values,41.59,data_warehouse,validation,rare,medium,operations,0.4224,0.3873,auto_resolve
null_values,15.05,erp,ingestion,occasional,low,finance,0.2814,0.2799,auto_resolve
duplicates,21.19,api_feed,serving,frequent,medium,operations,0.4103,0.4866,escalate
outlier,4.39,manual_entry,loading,chronic,high,operations,0.4631,0.3911,auto_resolve
schema_mismatch,15.31,manual_entry,transformation,occasional,high,compliance,0.5821,0.5475,escalate
referential_integrity,5.69,iot_stream,serving,occasional,high,operations,0.5656,0.6639,critical
null_values,34.87,data_warehouse,validation,frequent,critical,finance,0.5303,0.5772,escalate
outlier,14.0,crm,serving,chronic,high,operations,0.4675,0.5954,escalate
null_values,29.52,erp,ingestion,occasional,critical,marketing,0.4863,0.6299,critical
null_values,1.53,manual_entry,serving,rare,medium,product,0.4361,0.3001,auto_resolve
outlier,34.98,crm,ingestion,frequent,low,product,0.3158,0.3447,auto_resolve
data_corruption,18.4,manual_entry,transformation,frequent,medium,finance,0.5696,0.5188,escalate
schema_mismatch,8.63,crm,serving,rare,low,operations,0.4087,0.2889,auto_resolve
null_values,62.76,data_warehouse,transformation,occasional,low,hr,0.4165,0.3376,auto_resolve
schema_mismatch,17.57,manual_entry,ingestion,occasional,medium,marketing,0.4335,0.4034,auto_resolve
null_values,13.63,api_feed,ingestion,frequent,medium,hr,0.335,0.3055,auto_resolve
referential_integrity,8.12,api_feed,ingestion,frequent,high,operations,0.4678,0.4071,auto_resolve
outlier,20.04,data_warehouse,transformation,rare,medium,operations,0.4016,0.4002,auto_resolve
null_values,35.74,manual_entry,transformation,rare,low,operations,0.4228,0.6674,critical
null_values,19.84,iot_stream,transformation,frequent,critical,operations,0.5221,0.3495,auto_resolve
null_values,44.31,iot_stream,loading,rare,medium,hr,0.5161,0.6298,critical
data_corruption,28.89,crm,ingestion,occasional,low,operations,0.4259,0.4241,auto_resolve
duplicates,46.34,crm,loading,occasional,low,hr,0.3762,0.3324,auto_resolve
outlier,7.19,crm,validation,occasional,low,operations,0.2728,0.071,auto_resolve
schema_mismatch,16.36,manual_entry,loading,frequent,critical,hr,0.6282,0.7045,critical
schema_mismatch,15.57,api_feed,loading,first_occurrence,low,marketing,0.4229,0.2788,auto_resolve
null_values,12.39,erp,serving,frequent,critical,operations,0.5291,0.6119,critical
referential_integrity,24.07,data_warehouse,ingestion,occasional,low,operations,0.3577,0.5318,escalate
duplicates,4.98,crm,validation,occasional,high,marketing,0.3418,0.2135,auto_resolve
schema_mismatch,36.25,manual_entry,serving,frequent,low,finance,0.5343,0.6512,critical
schema_mismatch,3.37,api_feed,validation,rare,medium,operations,0.4163,0.4188,auto_resolve
schema_mismatch,74.43,api_feed,ingestion,frequent,medium,finance,0.5928,0.3834,auto_resolve
referential_integrity,26.14,crm,validation,rare,medium,marketing,0.4615,0.341,auto_resolve
null_values,38.08,manual_entry,loading,chronic,critical,marketing,0.5779,0.5957,escalate
duplicates,26.44,manual_entry,ingestion,first_occurrence,high,hr,0.5052,0.5454,escalate
duplicates,6.62,erp,validation,occasional,low,compliance,0.2555,0.0975,auto_resolve
duplicates,11.96,api_feed,loading,rare,high,product,0.4427,0.4459,auto_resolve
null_values,18.51,api_feed,transformation,occasional,low,compliance,0.3437,0.4261,auto_resolve
null_values,43.28,erp,ingestion,rare,critical,compliance,0.6056,0.7054,critical
null_values,7.79,api_feed,transformation,rare,medium,finance,0.3996,0.3583,auto_resolve
duplicates,36.86,api_feed,validation,first_occurrence,low,marketing,0.3627,0.4065,auto_resolve
duplicates,57.34,iot_stream,transformation,first_occurrence,low,marketing,0.4435,0.5507,escalate
schema_mismatch,14.76,manual_entry,validation,frequent,low,finance,0.4024,0.4876,escalate
schema_mismatch,0.81,crm,transformation,occasional,critical,product,0.5044,0.5935,escalate
duplicates,39.99,manual_entry,loading,first_occurrence,medium,product,0.5076,0.5189,escalate
duplicates,13.97,erp,loading,chronic,low,hr,0.2743,0.2649,auto_resolve
null_values,11.83,data_warehouse,loading,frequent,high,product,0.3991,0.4264,auto_resolve
schema_mismatch,54.68,api_feed,transformation,rare,low,hr,0.5171,0.4407,auto_resolve
duplicates,5.03,crm,ingestion,occasional,low,operations,0.2063,0.3175,auto_resolve
null_values,2.38,manual_entry,validation,occasional,medium,finance,0.3781,0.2251,auto_resolve
duplicates,13.28,crm,ingestion,occasional,low,compliance,0.2457,0.1952,auto_resolve
duplicates,67.91,iot_stream,transformation,frequent,high,hr,0.5765,0.5729,escalate
null_values,7.72,data_warehouse,ingestion,occasional,medium,marketing,0.2802,0.3271,auto_resolve
schema_mismatch,29.79,manual_entry,transformation,chronic,low,finance,0.4518,0.5175,escalate
schema_mismatch,16.4,api_feed,validation,frequent,medium,product,0.4115,0.5604,escalate
outlier,24.86,api_feed,transformation,chronic,low,product,0.3317,0.3395,auto_resolve
schema_mismatch,14.21,api_feed,transformation,occasional,medium,operations,0.4406,0.3688,auto_resolve
schema_mismatch,9.89,crm,ingestion,frequent,medium,compliance,0.3891,0.3746,auto_resolve
duplicates,26.8,data_warehouse,transformation,frequent,high,marketing,0.3943,0.3624,auto_resolve
outlier,9.91,erp,transformation,frequent,medium,compliance,0.3891,0.4411,auto_resolve
duplicates,38.03,erp,loading,first_occurrence,high,hr,0.5433,0.4366,auto_resolve
duplicates,8.57,crm,loading,rare,low,hr,0.2928,0.2753,auto_resolve
schema_mismatch,61.96,data_warehouse,serving,rare,critical,compliance,0.7964,0.9586,critical
duplicates,27.36,data_warehouse,ingestion,rare,low,product,0.2737,0.2917,auto_resolve
duplicates,38.25,erp,ingestion,chronic,high,marketing,0.4035,0.2982,auto_resolve
outlier,25.6,erp,transformation,frequent,medium,product,0.3985,0.3645,auto_resolve
referential_integrity,17.91,iot_stream,validation,rare,low,operations,0.4233,0.2,auto_resolve
referential_integrity,13.2,api_feed,validation,occasional,medium,finance,0.4675,0.4616,auto_resolve
duplicates,27.56,data_warehouse,loading,rare,critical,hr,0.5364,0.7011,critical
duplicates,17.28,data_warehouse,transformation,frequent,high,operations,0.383,0.2644,auto_resolve
outlier,42.39,manual_entry,validation,chronic,high,operations,0.5346,0.389,auto_resolve
duplicates,38.87,crm,serving,rare,medium,operations,0.4699,0.4046,auto_resolve
outlier,37.04,manual_entry,ingestion,occasional,medium,finance,0.4844,0.5765,escalate
duplicates,36.68,data_warehouse,loading,chronic,low,finance,0.3268,0.4972,escalate
null_values,30.1,erp,validation,frequent,medium,product,0.3729,0.4177,auto_resolve
null_values,16.33,iot_stream,ingestion,frequent,low,marketing,0.2712,0.1426,auto_resolve
outlier,12.11,api_feed,serving,occasional,high,hr,0.5155,0.5133,escalate
null_values,13.03,data_warehouse,loading,rare,high,operations,0.4428,0.6218,critical
null_values,32.06,manual_entry,loading,frequent,medium,marketing,0.4454,0.4143,auto_resolve
